808	0.001000
809	0.000000
810	0.000000
811	0.000000
812	0.000000
813	0.000000
814	0.000000
815	0.002000
816	0.000000
817	0.000000
818	0.001000
819	0.000000
820	0.000000
821	0.000000
822	0.000000
823	0.000000
824	0.001000
825	0.000000
826	0.001000
827	0.000000
828	0.001000
829	0.001000
830	0.000000
831	0.001000
832	0.000000
833	0.000000
834	0.001000
835	0.001000
836	0.001000
837	0.003000
838	0.004000
839	0.004000
840	0.001000
841	0.002000
842	0.002000
843	0.003000
844	0.003000
845	0.004000
846	0.004000
847	0.002000
848	0.000000
849	0.006000
850	0.002000
851	0.002000
852	0.005000
853	0.003000
854	0.004000
855	0.004000
856	0.003000
857	0.004000
858	0.003000
859	0.005000
860	0.006000
861	0.005000
862	0.003000
863	0.004000
864	0.003000
865	0.009000
866	0.007000
867	0.007000
868	0.004000
869	0.009000
870	0.003000
871	0.006000
872	0.007000
873	0.008000
874	0.015000
875	0.013000
876	0.007000
877	0.009000
878	0.007000
879	0.009000
880	0.005000
881	0.007000
882	0.016000
883	0.009000
884	0.009000
885	0.015000
886	0.012000
887	0.013000
888	0.019000
889	0.016000
890	0.020000
891	0.014000
892	0.018000
893	0.016000
894	0.013000
895	0.013000
896	0.009000
897	0.010000
898	0.015000
899	0.016000
900	0.011000
901	0.013000
902	0.011000
903	0.010000
904	0.013000
905	0.011000
906	0.014000
907	0.015000
908	0.010000
909	0.018000
910	0.011000
911	0.011000
912	0.010000
913	0.013000
914	0.009000
915	0.018000
916	0.018000
917	0.009000
918	0.013000
919	0.009000
920	0.011000
921	0.009000
922	0.006000
923	0.013000
924	0.014000
925	0.009000
926	0.006000
927	0.009000
928	0.005000
929	0.007000
930	0.006000
931	0.008000
932	0.008000
933	0.008000
934	0.004000
935	0.001000
936	0.009000
937	0.011000
938	0.011000
939	0.003000
940	0.009000
941	0.004000
942	0.004000
943	0.004000
944	0.002000
945	0.003000
946	0.007000
947	0.001000
948	0.006000
949	0.005000
950	0.006000
951	0.005000
952	0.003000
953	0.002000
954	0.001000
955	0.007000
956	0.000000
957	0.003000
958	0.000000
959	0.004000
960	0.001000
961	0.003000
962	0.001000
963	0.002000
964	0.003000
965	0.001000
966	0.000000
967	0.002000
968	0.001000
969	0.001000
970	0.000000
971	0.002000
972	0.004000
973	0.001000
974	0.000000
975	0.001000
976	0.000000
977	0.002000
978	0.000000
979	0.000000
980	0.001000
981	0.000000
982	0.000000
983	0.000000
984	0.000000
985	0.000000
986	0.000000
987	0.000000
988	0.001000
989	0.000000
990	0.000000
991	0.000000
992	0.000000
993	0.000000
994	0.000000
995	0.000000
996	0.000000
997	0.000000
998	0.000000
999	0.000000
1000	0.000000
1001	0.000000
1002	0.000000
1003	0.000000
1004	0.000000
1005	0.000000
1006	0.001000
